Geschlecht;Groesse;Alter;Gewicht;Betaetigung;Einordnung
m;182;51;168;keinSport;Uebergewicht
w;155;75;61;Kraftsport;Normalgewicht
w;159;19;55;Kraftsport;Normalgewicht
w;160;50;95;keinSport;Uebergewicht
w;167;58;114;keinSport;Uebergewicht
m;180;34;75;keinSport;Normalgewicht
w;163;37;88;Kraftsport;Uebergewicht
m;186;22;101;keinSport;Uebergewicht
m;184;64;110;keinSport;Uebergewicht
w;155;68;77;Ausdauersport;Uebergewicht
m;164;60;65;Kraftsport;Normalgewicht
w;170;22;89;Kraftsport;Normalgewicht
w;161;55;79;Ausdauersport;Uebergewicht
w;172;38;99;keinSport;Uebergewicht
w;164;59;72;keinSport;Normalgewicht
w;167;60;77;keinSport;Normalgewicht
m;188;38;81;keinSport;Normalgewicht
m;178;51;68;keinSport;Untergewicht
m;171;84;83;keinSport;Normalgewicht
w;176;30;91;keinSport;Uebergewicht
w;169;49;115;Ausdauersport;Uebergewicht
w;157;62;78;Ausdauersport;Uebergewicht
m;175;75;99;keinSport;Uebergewicht
w;160;41;96;Ausdauersport;Uebergewicht
w;165;88;67;Ausdauersport;Normalgewicht
m;176;52;132;Kraftsport;Uebergewicht
m;158;59;104;Kraftsport;Uebergewicht
w;163;51;124;Ausdauersport;Uebergewicht
w;162;60;77;keinSport;Uebergewicht
m;184;57;121;Kraftsport;Uebergewicht
m;184;63;150;keinSport;Uebergewicht
m;182;51;75;Ausdauersport;Normalgewicht
w;169;49;131;keinSport;Uebergewicht
m;177;30;158;keinSport;Uebergewicht
w;157;39;66;Ausdauersport;Normalgewicht
m;182;72;117;Ausdauersport;Uebergewicht
m;165;21;81;keinSport;Uebergewicht
m;172;39;109;Kraftsport;Uebergewicht
m;177;80;142;Kraftsport;Uebergewicht
m;178;28;145;Kraftsport;Uebergewicht
w;177;31;94;Ausdauersport;Uebergewicht
w;184;67;83;keinSport;Untergewicht
m;191;63;80;keinSport;Untergewicht
m;174;21;108;keinSport;Uebergewicht
m;175;41;155;Kraftsport;Uebergewicht
m;180;31;90;Kraftsport;Normalgewicht
m;182;55;83;keinSport;Normalgewicht
w;160;48;56;Ausdauersport;Untergewicht
m;189;73;136;keinSport;Uebergewicht
w;168;52;64;keinSport;Normalgewicht
w;167;50;57;Kraftsport;Untergewicht
w;171;21;89;keinSport;Uebergewicht
w;168;18;76;Ausdauersport;Normalgewicht
m;174;34;143;keinSport;Uebergewicht
m;166;23;95;keinSport;Uebergewicht
w;158;51;116;keinSport;Uebergewicht
m;189;72;69;Ausdauersport;Normalgewicht
m;186;18;158;keinSport;Uebergewicht
w;158;70;78;Ausdauersport;Uebergewicht
m;192;27;59;keinSport;Untergewicht
w;160;53;85;keinSport;Uebergewicht
w;161;37;91;keinSport;Uebergewicht
m;165;46;63;keinSport;Normalgewicht
w;160;48;67;Ausdauersport;Normalgewicht
m;178;51;77;Kraftsport;Normalgewicht
w;163;20;131;keinSport;Uebergewicht
w;178;60;95;Kraftsport;Normalgewicht
w;154;49;72;keinSport;Uebergewicht
w;159;81;93;Kraftsport;Uebergewicht
w;161;36;139;Ausdauersport;Uebergewicht
w;167;45;94;keinSport;Uebergewicht
w;168;28;53;keinSport;Untergewicht
m;153;19;71;keinSport;Uebergewicht
m;182;62;88;keinSport;Normalgewicht
w;170;53;118;Ausdauersport;Uebergewicht
w;165;32;68;Kraftsport;Normalgewicht
w;168;20;58;keinSport;Normalgewicht
m;177;56;100;keinSport;Uebergewicht
w;162;41;86;keinSport;Uebergewicht
m;180;38;90;keinSport;Uebergewicht
w;163;47;59;Kraftsport;Normalgewicht
w;172;85;75;keinSport;Normalgewicht
m;173;35;108;Kraftsport;Uebergewicht
m;177;30;78;Kraftsport;Normalgewicht
w;174;52;92;keinSport;Uebergewicht
w;163;30;74;Kraftsport;Normalgewicht
m;166;48;146;keinSport;Uebergewicht
m;171;45;64;Ausdauersport;Normalgewicht
w;155;49;123;Kraftsport;Uebergewicht
w;167;19;83;Ausdauersport;Normalgewicht
w;156;33;108;keinSport;Uebergewicht
m;184;51;125;Kraftsport;Uebergewicht
w;162;38;78;Ausdauersport;Normalgewicht
m;171;41;101;keinSport;Uebergewicht
m;191;32;78;keinSport;Normalgewicht
w;165;23;76;Ausdauersport;Normalgewicht
m;168;29;90;Kraftsport;Normalgewicht
w;157;77;93;Kraftsport;Uebergewicht
w;165;36;56;keinSport;Untergewicht
m;182;27;59;Ausdauersport;Untergewicht
w;158;55;93;keinSport;Uebergewicht
m;179;63;75;keinSport;Untergewicht
m;181;71;118;keinSport;Uebergewicht
m;173;59;80;keinSport;Normalgewicht
m;162;28;73;Ausdauersport;Normalgewicht
w;166;33;92;Ausdauersport;Uebergewicht
w;169;29;73;Kraftsport;Normalgewicht
w;161;41;140;Ausdauersport;Uebergewicht
w;162;24;103;keinSport;Uebergewicht
m;191;53;104;keinSport;Uebergewicht
w;165;40;57;Kraftsport;Normalgewicht
w;159;59;69;keinSport;Normalgewicht
w;163;54;83;keinSport;Uebergewicht
w;164;86;64;keinSport;Untergewicht
m;173;50;81;Ausdauersport;Normalgewicht
m;169;58;63;keinSport;Untergewicht
w;165;23;74;keinSport;Uebergewicht
m;182;42;97;Kraftsport;Uebergewicht
w;165;21;75;keinSport;Uebergewicht
w;169;49;80;keinSport;Uebergewicht
w;172;62;113;keinSport;Uebergewicht
m;181;48;72;keinSport;Untergewicht
m;179;47;71;Kraftsport;Untergewicht
w;169;41;84;Ausdauersport;Normalgewicht
m;184;38;62;keinSport;Untergewicht
w;153;23;132;keinSport;Uebergewicht
m;178;56;98;Ausdauersport;Uebergewicht
w;164;53;102;keinSport;Uebergewicht
m;208;52;94;Kraftsport;Untergewicht
m;172;73;70;Kraftsport;Untergewicht
m;184;44;107;keinSport;Uebergewicht
w;169;21;99;Kraftsport;Uebergewicht
w;163;69;104;Kraftsport;Uebergewicht
w;160;74;84;keinSport;Uebergewicht
w;165;53;72;keinSport;Normalgewicht
w;168;34;85;keinSport;Uebergewicht
w;156;73;71;keinSport;Normalgewicht
w;165;50;80;keinSport;Uebergewicht
w;182;69;167;keinSport;Uebergewicht
m;163;61;92;keinSport;Uebergewicht
m;179;37;78;keinSport;Normalgewicht
w;162;68;98;keinSport;Uebergewicht
m;186;66;70;keinSport;Untergewicht
w;175;47;59;keinSport;Untergewicht
w;154;45;61;Kraftsport;Normalgewicht
m;181;58;107;Kraftsport;Normalgewicht
m;182;71;171;keinSport;Uebergewicht
w;157;49;149;keinSport;Uebergewicht
w;168;50;85;keinSport;Uebergewicht
w;169;59;64;Ausdauersport;Normalgewicht
w;168;60;70;keinSport;Normalgewicht
m;179;52;89;keinSport;Normalgewicht
m;181;47;104;Kraftsport;Uebergewicht
w;154;50;138;keinSport;Uebergewicht
m;168;45;98;keinSport;Uebergewicht
w;174;49;107;keinSport;Uebergewicht
m;181;34;99;Ausdauersport;Uebergewicht
w;163;37;106;Kraftsport;Uebergewicht
m;179;26;92;keinSport;Uebergewicht
w;163;60;93;Ausdauersport;Uebergewicht
m;166;62;108;keinSport;Uebergewicht
m;170;63;88;keinSport;Uebergewicht
w;191;60;94;Kraftsport;Normalgewicht
m;180;21;103;keinSport;Uebergewicht
m;182;23;109;keinSport;Uebergewicht
w;156;73;86;Kraftsport;Uebergewicht
w;159;60;83;keinSport;Uebergewicht
m;163;42;56;keinSport;Untergewicht
w;174;37;59;keinSport;Untergewicht
w;173;60;97;Ausdauersport;Uebergewicht
m;166;50;56;keinSport;Untergewicht
w;173;26;98;keinSport;Uebergewicht
m;183;37;99;keinSport;Uebergewicht
w;159;53;63;keinSport;Normalgewicht
w;157;48;61;keinSport;Normalgewicht
w;164;37;78;Kraftsport;Uebergewicht
w;161;27;55;Ausdauersport;Normalgewicht
w;169;53;90;keinSport;Uebergewicht
w;168;46;78;Kraftsport;Normalgewicht
w;163;61;78;keinSport;Uebergewicht
w;158;40;66;keinSport;Uebergewicht
w;159;39;67;Ausdauersport;Normalgewicht
w;166;77;61;Ausdauersport;Untergewicht
m;178;46;113;keinSport;Uebergewicht
m;160;48;100;keinSport;Uebergewicht
w;161;20;46;Kraftsport;Untergewicht
m;181;81;172;keinSport;Uebergewicht
m;166;20;92;keinSport;Uebergewicht
m;205;41;93;keinSport;Normalgewicht
w;164;76;86;Kraftsport;Normalgewicht
w;175;57;116;keinSport;Uebergewicht
m;173;55;116;keinSport;Uebergewicht
m;163;57;62;keinSport;Untergewicht
w;155;45;89;keinSport;Uebergewicht
w;159;56;46;Ausdauersport;Normalgewicht
m;195;75;85;keinSport;Untergewicht
w;168;19;51;keinSport;Untergewicht
m;202;46;98;keinSport;Normalgewicht
m;181;27;144;Ausdauersport;Uebergewicht
m;179;34;90;keinSport;Uebergewicht
w;180;39;78;keinSport;Normalgewicht
w;158;48;144;keinSport;Uebergewicht
m;173;45;95;Kraftsport;Normalgewicht
m;178;58;75;Ausdauersport;Untergewicht
w;153;60;88;Kraftsport;Uebergewicht
m;172;49;74;keinSport;Normalgewicht
w;166;23;137;keinSport;Uebergewicht
w;160;60;103;keinSport;Uebergewicht
w;171;95;99;Kraftsport;Uebergewicht
w;163;59;114;Kraftsport;Uebergewicht
m;171;41;97;keinSport;Uebergewicht
m;198;24;61;Ausdauersport;Untergewicht
m;161;58;85;keinSport;Uebergewicht
w;153;43;51;Kraftsport;Normalgewicht
m;165;47;112;keinSport;Uebergewicht
w;174;68;147;keinSport;Uebergewicht
m;176;28;83;keinSport;Uebergewicht
w;162;52;75;keinSport;Uebergewicht
w;158;65;81;keinSport;Uebergewicht
w;175;57;126;keinSport;Uebergewicht
w;168;42;98;keinSport;Uebergewicht
m;163;73;148;keinSport;Uebergewicht
w;161;41;88;keinSport;Uebergewicht
w;179;35;143;keinSport;Uebergewicht
m;171;37;97;keinSport;Uebergewicht
m;184;38;136;keinSport;Uebergewicht
m;171;76;168;Ausdauersport;Uebergewicht
w;189;44;79;Kraftsport;Normalgewicht
m;185;19;84;Ausdauersport;Normalgewicht
m;184;60;67;Ausdauersport;Untergewicht
w;162;46;116;keinSport;Uebergewicht
m;167;56;112;Kraftsport;Uebergewicht
m;182;64;60;keinSport;Untergewicht
w;159;76;110;Kraftsport;Uebergewicht
m;181;37;108;Ausdauersport;Uebergewicht
m;179;46;114;keinSport;Uebergewicht
w;164;31;86;Ausdauersport;Uebergewicht
m;162;48;89;Kraftsport;Uebergewicht
m;165;69;97;keinSport;Uebergewicht
m;179;81;71;Ausdauersport;Untergewicht
m;178;37;120;keinSport;Uebergewicht
w;172;54;90;keinSport;Uebergewicht
m;184;76;139;keinSport;Uebergewicht
m;198;69;102;keinSport;Normalgewicht
w;163;45;100;keinSport;Uebergewicht
m;186;46;105;keinSport;Uebergewicht
m;185;56;112;Kraftsport;Uebergewicht
w;162;53;86;keinSport;Uebergewicht
m;168;56;98;keinSport;Uebergewicht
w;173;30;54;keinSport;Untergewicht
w;165;23;57;Ausdauersport;Normalgewicht
m;170;23;74;keinSport;Uebergewicht
m;165;36;52;Ausdauersport;Untergewicht
m;174;49;73;keinSport;Normalgewicht
m;166;21;43;keinSport;Untergewicht
m;173;30;123;Kraftsport;Uebergewicht
w;163;63;81;Ausdauersport;Uebergewicht
w;164;71;58;Ausdauersport;Untergewicht
w;163;47;79;Ausdauersport;Normalgewicht
w;158;66;90;Kraftsport;Uebergewicht
m;173;50;76;Kraftsport;Normalgewicht
w;166;48;105;keinSport;Uebergewicht
w;167;74;86;keinSport;Uebergewicht
m;166;61;94;keinSport;Uebergewicht
w;159;76;64;keinSport;Normalgewicht
m;186;27;65;keinSport;Untergewicht
m;168;62;94;Ausdauersport;Uebergewicht
w;172;73;97;Ausdauersport;Uebergewicht
m;172;55;105;keinSport;Uebergewicht
m;169;25;51;keinSport;Untergewicht
m;164;43;87;keinSport;Uebergewicht
w;162;43;94;keinSport;Uebergewicht
m;189;20;53;keinSport;Untergewicht
m;177;32;78;Kraftsport;Normalgewicht
w;162;73;82;keinSport;Uebergewicht
m;171;62;95;keinSport;Uebergewicht
m;181;42;93;Ausdauersport;Normalgewicht
m;190;45;83;Ausdauersport;Normalgewicht
w;166;19;120;keinSport;Uebergewicht
m;188;54;121;keinSport;Uebergewicht
w;163;67;83;Ausdauersport;Uebergewicht
m;158;21;80;keinSport;Uebergewicht
m;177;44;110;keinSport;Uebergewicht
m;181;66;101;Ausdauersport;Uebergewicht
w;164;38;60;Ausdauersport;Normalgewicht
m;157;70;79;keinSport;Uebergewicht
w;182;53;67;keinSport;Untergewicht
m;198;30;91;Ausdauersport;Normalgewicht
w;161;62;110;Ausdauersport;Uebergewicht
w;163;31;76;keinSport;Uebergewicht
m;185;23;144;keinSport;Uebergewicht
w;167;33;93;keinSport;Uebergewicht
m;163;37;115;keinSport;Uebergewicht
m;186;41;94;Kraftsport;Normalgewicht
m;169;73;57;Ausdauersport;Normalgewicht
w;169;62;75;keinSport;Normalgewicht
m;186;62;108;keinSport;Uebergewicht
m;184;61;111;keinSport;Uebergewicht
m;168;63;95;keinSport;Uebergewicht
w;160;67;103;keinSport;Uebergewicht
m;173;44;132;keinSport;Uebergewicht
w;173;58;91;Ausdauersport;Uebergewicht
m;182;18;115;Ausdauersport;Uebergewicht
m;170;45;74;Ausdauersport;Normalgewicht
m;168;45;85;keinSport;Uebergewicht
m;174;52;115;keinSport;Uebergewicht
m;180;72;88;keinSport;Normalgewicht
w;178;39;96;Ausdauersport;Uebergewicht
m;162;30;65;Ausdauersport;Normalgewicht
w;170;39;76;keinSport;Uebergewicht
m;175;51;102;keinSport;Uebergewicht
m;184;56;63;Kraftsport;Untergewicht
w;176;21;102;keinSport;Uebergewicht
w;159;25;79;keinSport;Uebergewicht
m;177;40;77;keinSport;Normalgewicht
m;185;76;95;Kraftsport;Normalgewicht
w;158;78;93;keinSport;Uebergewicht
m;184;57;94;keinSport;Normalgewicht
m;179;41;87;Ausdauersport;Normalgewicht
m;166;19;47;keinSport;Untergewicht
m;186;71;74;Ausdauersport;Untergewicht
w;155;58;90;Kraftsport;Uebergewicht
m;172;36;100;Kraftsport;Uebergewicht
m;188;60;64;keinSport;Untergewicht
w;158;41;139;keinSport;Uebergewicht
m;175;28;144;keinSport;Uebergewicht
w;170;44;153;keinSport;Uebergewicht
m;178;52;109;keinSport;Uebergewicht
m;196;60;99;Ausdauersport;Normalgewicht
m;166;64;155;keinSport;Uebergewicht
m;173;56;81;Ausdauersport;Normalgewicht
m;183;20;92;Kraftsport;Normalgewicht
w;154;51;61;Ausdauersport;Normalgewicht
w;158;27;51;Kraftsport;Normalgewicht
m;181;48;115;keinSport;Uebergewicht
m;176;29;62;Kraftsport;Normalgewicht
m;163;45;81;Kraftsport;Normalgewicht
w;167;28;81;keinSport;Uebergewicht
m;178;52;139;Ausdauersport;Uebergewicht
m;182;76;99;Ausdauersport;Normalgewicht
w;180;20;107;Kraftsport;Uebergewicht
w;161;29;54;keinSport;Normalgewicht
m;170;44;90;keinSport;Uebergewicht
w;166;59;72;Ausdauersport;Normalgewicht
w;166;54;67;keinSport;Normalgewicht
m;181;52;116;keinSport;Uebergewicht
w;182;66;68;Ausdauersport;Normalgewicht
w;168;44;97;Kraftsport;Uebergewicht
m;174;41;99;Kraftsport;Normalgewicht
m;165;58;96;keinSport;Uebergewicht
m;170;66;109;Kraftsport;Uebergewicht
m;176;37;91;Ausdauersport;Normalgewicht
m;177;26;80;Ausdauersport;Normalgewicht
m;183;35;96;Ausdauersport;Normalgewicht
m;171;47;112;keinSport;Uebergewicht
w;158;48;69;Ausdauersport;Uebergewicht
m;185;26;76;Kraftsport;Normalgewicht
w;154;29;43;Ausdauersport;Untergewicht
w;166;25;64;Ausdauersport;Normalgewicht
m;185;73;132;keinSport;Uebergewicht
w;164;47;96;keinSport;Uebergewicht
w;168;56;143;Kraftsport;Uebergewicht
w;166;55;84;keinSport;Uebergewicht
w;163;52;81;keinSport;Uebergewicht
m;177;53;107;keinSport;Uebergewicht
w;160;55;110;Kraftsport;Uebergewicht
w;158;24;86;keinSport;Uebergewicht
w;173;47;75;Kraftsport;Normalgewicht
m;166;81;89;keinSport;Uebergewicht
m;166;60;119;Kraftsport;Uebergewicht
m;179;43;108;Kraftsport;Uebergewicht
m;174;23;84;Kraftsport;Normalgewicht
m;174;28;122;keinSport;Uebergewicht
m;186;61;76;keinSport;Untergewicht
w;160;69;78;Kraftsport;Normalgewicht
w;187;34;117;keinSport;Uebergewicht
w;156;54;93;Kraftsport;Uebergewicht
w;159;47;67;keinSport;Normalgewicht
m;184;43;102;keinSport;Uebergewicht
w;167;36;95;keinSport;Uebergewicht
m;178;30;77;Ausdauersport;Normalgewicht
m;178;45;110;keinSport;Uebergewicht
m;172;45;97;Kraftsport;Normalgewicht
w;157;59;98;keinSport;Uebergewicht
m;184;33;59;keinSport;Untergewicht
w;165;39;51;keinSport;Untergewicht
w;166;60;76;Kraftsport;Normalgewicht
w;161;29;90;keinSport;Uebergewicht
m;172;36;76;keinSport;Normalgewicht
m;172;51;100;keinSport;Uebergewicht
m;184;24;82;Kraftsport;Normalgewicht
m;166;66;81;keinSport;Normalgewicht
w;159;75;85;keinSport;Uebergewicht
w;171;33;120;keinSport;Uebergewicht
m;177;55;130;Ausdauersport;Uebergewicht
w;163;58;80;keinSport;Uebergewicht
w;160;65;100;keinSport;Uebergewicht
w;166;75;148;keinSport;Uebergewicht
w;182;49;99;keinSport;Uebergewicht
w;167;33;76;Kraftsport;Normalgewicht
w;166;46;85;Ausdauersport;Uebergewicht
w;166;40;92;keinSport;Uebergewicht
m;199;22;122;keinSport;Uebergewicht
w;163;45;154;keinSport;Uebergewicht
m;201;43;92;keinSport;Normalgewicht
w;159;32;143;keinSport;Uebergewicht
m;173;75;69;Ausdauersport;Untergewicht
w;159;62;116;Kraftsport;Uebergewicht
m;195;67;94;Kraftsport;Normalgewicht
w;170;38;82;keinSport;Uebergewicht
w;161;70;66;keinSport;Normalgewicht
w;159;72;89;keinSport;Uebergewicht
w;164;24;109;keinSport;Uebergewicht
w;159;23;129;Kraftsport;Uebergewicht
w;166;28;65;keinSport;Normalgewicht
m;172;68;107;keinSport;Uebergewicht
m;160;29;93;Kraftsport;Uebergewicht
m;183;20;76;Ausdauersport;Normalgewicht
m;185;33;99;Kraftsport;Normalgewicht
w;170;48;105;keinSport;Uebergewicht
w;198;60;91;keinSport;Normalgewicht
w;162;18;64;keinSport;Uebergewicht
w;160;45;107;keinSport;Uebergewicht
w;163;50;81;Kraftsport;Uebergewicht
w;162;65;79;keinSport;Uebergewicht
m;160;59;157;keinSport;Uebergewicht
m;195;68;96;keinSport;Normalgewicht
m;176;61;101;keinSport;Uebergewicht
w;171;39;96;keinSport;Uebergewicht
w;171;50;57;Ausdauersport;Untergewicht
m;180;29;74;Kraftsport;Normalgewicht
w;163;54;45;keinSport;Untergewicht
m;197;74;94;keinSport;Untergewicht
m;178;48;160;Kraftsport;Uebergewicht
w;170;25;79;keinSport;Uebergewicht
m;177;48;64;keinSport;Untergewicht
w;160;53;48;keinSport;Untergewicht
m;175;29;68;Kraftsport;Normalgewicht
w;161;35;58;keinSport;Normalgewicht
w;171;46;72;Kraftsport;Normalgewicht
w;162;49;112;Kraftsport;Uebergewicht
w;174;53;84;Ausdauersport;Uebergewicht
w;165;77;116;Kraftsport;Uebergewicht
w;167;83;50;Ausdauersport;Normalgewicht
m;161;75;106;keinSport;Uebergewicht
m;170;45;91;Kraftsport;Normalgewicht
w;193;49;82;keinSport;Untergewicht
w;160;43;93;keinSport;Uebergewicht
m;183;73;89;keinSport;Normalgewicht
w;162;64;86;keinSport;Uebergewicht
m;176;21;88;keinSport;Uebergewicht
m;162;33;101;keinSport;Uebergewicht
w;167;53;57;keinSport;Untergewicht
w;170;54;97;keinSport;Uebergewicht
m;179;40;83;Ausdauersport;Normalgewicht
w;162;39;109;keinSport;Uebergewicht
w;161;88;79;Kraftsport;Uebergewicht
w;176;34;100;Kraftsport;Uebergewicht
m;177;75;121;keinSport;Uebergewicht
m;170;75;81;Ausdauersport;Normalgewicht
m;164;34;88;Kraftsport;Uebergewicht
w;163;21;135;keinSport;Uebergewicht
w;171;73;94;Kraftsport;Normalgewicht
w;165;33;43;Ausdauersport;Untergewicht
w;160;61;79;Kraftsport;Uebergewicht
m;180;54;115;keinSport;Uebergewicht
m;162;45;80;Ausdauersport;Uebergewicht
w;162;57;74;Kraftsport;Uebergewicht
m;178;47;93;keinSport;Uebergewicht
m;179;59;130;Kraftsport;Uebergewicht
m;167;77;88;keinSport;Uebergewicht
m;203;57;131;keinSport;Uebergewicht
m;156;34;84;keinSport;Uebergewicht
w;156;46;59;Kraftsport;Normalgewicht
w;168;64;93;Kraftsport;Uebergewicht
w;163;32;61;keinSport;Normalgewicht
w;160;42;145;Kraftsport;Uebergewicht
w;160;54;70;Kraftsport;Normalgewicht
m;170;72;101;keinSport;Uebergewicht
m;183;38;96;keinSport;Uebergewicht
w;162;56;62;keinSport;Normalgewicht
w;178;57;118;Kraftsport;Uebergewicht
w;169;50;88;Kraftsport;Uebergewicht
w;166;63;82;keinSport;Uebergewicht
m;194;65;92;Ausdauersport;Untergewicht
m;179;50;106;Kraftsport;Normalgewicht
m;182;43;55;keinSport;Untergewicht
w;156;24;127;Kraftsport;Uebergewicht
w;168;62;132;keinSport;Uebergewicht
w;156;41;70;keinSport;Uebergewicht
m;171;76;95;keinSport;Uebergewicht
m;172;23;70;keinSport;Normalgewicht
m;180;36;60;Kraftsport;Untergewicht
w;175;62;78;keinSport;Normalgewicht
w;164;56;93;keinSport;Uebergewicht
m;176;66;109;Kraftsport;Uebergewicht
w;160;49;70;Kraftsport;Uebergewicht
m;166;55;57;keinSport;Untergewicht
m;171;79;84;Kraftsport;Normalgewicht
m;197;99;98;Kraftsport;Normalgewicht
w;152;43;73;keinSport;Uebergewicht
m;178;23;61;Ausdauersport;Untergewicht
m;180;48;95;keinSport;Uebergewicht
w;156;19;55;keinSport;Normalgewicht
m;158;52;60;Ausdauersport;Normalgewicht
m;178;44;99;keinSport;Uebergewicht
m;180;47;104;keinSport;Uebergewicht
w;169;52;109;Kraftsport;Uebergewicht
m;161;32;89;keinSport;Uebergewicht
w;155;54;145;Kraftsport;Uebergewicht
m;181;69;71;keinSport;Untergewicht
m;185;60;65;keinSport;Untergewicht
w;163;55;78;keinSport;Uebergewicht
m;181;22;135;Kraftsport;Uebergewicht
w;167;47;126;Kraftsport;Uebergewicht
w;169;72;71;keinSport;Untergewicht
m;183;86;102;keinSport;Uebergewicht
w;160;20;123;keinSport;Uebergewicht
m;189;48;63;keinSport;Untergewicht
m;176;47;145;keinSport;Uebergewicht
m;164;59;75;Kraftsport;Normalgewicht
w;174;35;66;Ausdauersport;Normalgewicht
m;166;29;61;Ausdauersport;Normalgewicht
m;175;54;81;Ausdauersport;Normalgewicht
m;163;41;68;Kraftsport;Normalgewicht
m;183;36;65;Kraftsport;Untergewicht
m;166;65;81;keinSport;Normalgewicht
w;162;64;143;keinSport;Uebergewicht
w;160;49;97;keinSport;Uebergewicht
w;170;45;99;keinSport;Uebergewicht
m;171;53;83;Kraftsport;Normalgewicht
w;157;44;63;keinSport;Normalgewicht
m;181;46;75;keinSport;Untergewicht
w;168;33;85;keinSport;Uebergewicht
w;155;22;136;Ausdauersport;Uebergewicht
m;168;19;51;keinSport;Untergewicht
m;166;23;60;Kraftsport;Normalgewicht
w;166;38;143;Kraftsport;Uebergewicht
m;173;41;78;Ausdauersport;Normalgewicht
m;178;56;98;Kraftsport;Normalgewicht
w;172;37;62;keinSport;Untergewicht
w;172;20;98;keinSport;Uebergewicht
m;176;39;128;keinSport;Uebergewicht
m;176;39;95;keinSport;Uebergewicht
m;167;22;118;keinSport;Uebergewicht
w;165;45;97;Kraftsport;Uebergewicht
m;173;49;82;keinSport;Normalgewicht
m;187;56;67;Ausdauersport;Normalgewicht
m;182;30;77;keinSport;Normalgewicht
w;159;23;90;keinSport;Uebergewicht
w;163;29;93;keinSport;Uebergewicht
m;181;25;108;keinSport;Uebergewicht
m;179;53;108;keinSport;Uebergewicht
w;165;75;97;keinSport;Uebergewicht
m;168;41;102;Kraftsport;Uebergewicht
m;195;56;115;Ausdauersport;Uebergewicht
m;174;45;83;keinSport;Normalgewicht
w;162;37;97;Kraftsport;Uebergewicht
m;180;29;85;keinSport;Uebergewicht
w;169;45;115;keinSport;Uebergewicht
w;155;49;70;Ausdauersport;Normalgewicht
w;167;24;92;Ausdauersport;Uebergewicht
m;184;58;88;Ausdauersport;Normalgewicht
m;176;55;94;Ausdauersport;Uebergewicht
m;166;42;70;Kraftsport;Normalgewicht
m;162;28;78;Ausdauersport;Uebergewicht
m;181;40;138;keinSport;Uebergewicht
w;162;58;89;keinSport;Uebergewicht
w;175;65;177;Kraftsport;Uebergewicht
w;165;52;90;keinSport;Uebergewicht
w;175;36;93;Ausdauersport;Uebergewicht
m;177;61;73;Ausdauersport;Untergewicht
m;180;55;117;Kraftsport;Uebergewicht
w;159;58;67;keinSport;Normalgewicht
w;164;48;97;keinSport;Uebergewicht
w;161;46;62;keinSport;Normalgewicht
w;167;44;98;keinSport;Uebergewicht
w;153;60;99;keinSport;Uebergewicht
m;182;77;99;Ausdauersport;Normalgewicht
m;176;42;92;Kraftsport;Uebergewicht
w;157;61;147;keinSport;Uebergewicht
m;195;47;171;keinSport;Uebergewicht
w;167;73;77;Ausdauersport;Normalgewicht
w;163;71;77;keinSport;Normalgewicht
m;174;59;90;keinSport;Uebergewicht
m;182;86;81;keinSport;Untergewicht
w;159;36;141;keinSport;Uebergewicht
w;161;62;92;keinSport;Uebergewicht
m;174;30;62;keinSport;Untergewicht
m;192;24;75;keinSport;Normalgewicht
w;169;22;61;Ausdauersport;Normalgewicht
m;162;25;86;Kraftsport;Uebergewicht
w;180;65;107;keinSport;Uebergewicht
